VARIABLES = k,g0,g1,g2,g3,g4,a1,a2,a3,a4
  2.19019319D-06  2.94707018D-01  1.96152698D-03  2.82804768D-02  1.25440138D-01  2.05304290D-01  9.83672164D-03  1.74204744D-01  6.52715674D-01  8.79138308D-01
  2.54573496D-06  3.04817787D-01  2.03859256D-03  2.96742175D-02  1.31095187D-01  2.13677119D-01  9.14489155D-03  1.62446894D-01  6.29124161D-01  8.67876894D-01
  2.95240684D-06  3.14363969D-01  2.10218069D-03  3.08225009D-02  1.36202937D-01  2.21508242D-01  8.50562312D-03  1.51354772D-01  6.08270704D-01  8.58652439D-01
  3.41664389D-06  3.24015430D-01  2.16685257D-03  3.20098365D-02  1.41584254D-01  2.29613988D-01  8.09474616D-03  1.42583906D-01  5.92969114D-01  8.52530310D-01
  3.94557900D-06  3.32537431D-01  2.22666684D-03  3.31359103D-02  1.46613815D-01  2.36881980D-01  8.14093680D-03  1.36979489D-01  5.84160699D-01  8.49726486D-01
  4.54710684D-06  3.41328215D-01  2.28089386D-03  3.41619508D-02  1.51377700D-01  2.44180400D-01  9.06733490D-03  1.34847804D-01  5.81367038D-01  8.49835656D-01
  5.22995258D-06  3.49624273D-01  2.34055944D-03  3.52255005D-02  1.56195879D-01  2.51245912D-01  1.17210749D-02  1.36508281D-01  5.83534641D-01  8.52222591D-01
  6.00374561D-06  3.58035652D-01  2.40321007D-03  3.63548190D-02  1.61112578D-01  2.58434724D-01  1.76275522D-02  1.42894888D-01  5.89833169D-01  8.56375019D-01
  6.87909880D-06  3.66653849D-01  2.47755172D-03  3.76261434D-02  1.66416406D-01  2.65944430D-01  2.91050097D-02  1.55922207D-01  6.00116335D-01  8.62094495D-01
  7.86769331D-06  3.74674767D-01  2.53082128D-03  3.85922339D-02  1.70965183D-01  2.72759681D-01  4.89979201D-02  1.78317154D-01  6.14936243D-01  8.69494644D-01
  8.98236949D-06  3.82226610D-01  2.58843812D-03  3.95972865D-02  1.75407365D-01  2.79220074D-01  7.98603097D-02  2.12745245D-01  6.35149421D-01  8.78842614D-01
  1.02372242D-05  3.89227742D-01  2.64363067D-03  4.06129729D-02  1.79956200D-01  2.85480820D-01  1.22726326D-01  2.60415217D-01  6.61281164D-01  8.90321322D-01
  1.16477146D-05  3.96241484D-01  2.68664999D-03  4.14705337D-02  1.84211095D-01  2.91631194D-01  1.76026204D-01  3.19804232D-01  6.92924185D-01  9.03812337D-01
  1.32307693D-05  4.03973684D-01  4.88866755D-03  4.49268330D-02  1.89882615D-01  2.98697941D-01  2.35394971D-01  3.86344768D-01  7.28477499D-01  9.18794018D-01
  1.50049069D-05  4.11586242D-01  7.48416238D-03  4.85965679D-02  1.95662295D-01  3.05801214D-01  2.94768412D-01  4.53529752D-01  7.65412088D-01  9.34408931D-01
  1.69903622D-05  4.20106777D-01  1.25427921D-02  5.51665388D-02  2.03089431D-01  3.14026899D-01  3.48377130D-01  5.15040162D-01  8.00992497D-01  9.49683870D-01
  1.92092206D-05  4.28405931D-01  1.59282553D-02  6.02835766D-02  2.10611575D-01  3.22298036D-01  3.92622753D-01  5.66796286D-01  8.33122452D-01  9.63810913D-01
  2.16855617D-05  4.37058094D-01  1.93974383D-02  6.51740359D-02  2.17883475D-01  3.30708471D-01  4.26918906D-01  6.07896264D-01  8.60903501D-01  9.76361478D-01
  2.44456117D-05  4.45135563D-01  2.29988308D-02  7.02378839D-02  2.25061123D-01  3.38710056D-01  4.53340886D-01  6.40208183D-01  8.84672865D-01  9.87338799D-01
  2.75179048D-05  4.54011772D-01  2.75969470D-02  7.66379080D-02  2.33234772D-01  3.47606768D-01  4.75653245D-01  6.67213079D-01  9.05587736D-01  9.97060894D-01
  3.09334558D-05  4.63473186D-01  3.25072850D-02  8.33636711D-02  2.41990789D-01  3.57129531D-01  4.98345954D-01  6.92861825D-01  9.25020297D-01  1.00594678D+00
  3.47259428D-05  4.72455794D-01  3.68352530D-02  8.95957590D-02  2.50336310D-01  3.66190951D-01  5.25808095D-01  7.20738181D-01  9.44019640D-01  1.01430624D+00
  3.89319000D-05  4.81043794D-01  4.07543572D-02  9.53469759D-02  2.58514241D-01  3.74971256D-01  5.61379139D-01  7.53361695D-01  9.62980096D-01  1.02221135D+00
  4.35909238D-05  4.89981775D-01  4.47589951D-02  1.01392955D-01  2.67074322D-01  3.84140083D-01  6.06212684D-01  7.91513275D-01  9.81568446D-01  1.02948754D+00
  4.87458899D-05  4.98997094D-01  5.03965709D-02  1.08891675D-01  2.76383187D-01  3.93626866D-01  6.58426607D-01  8.33847000D-01  9.98919623D-01  1.03581972D+00
  5.44431833D-05  5.08025637D-01  5.72106328D-02  1.17364341D-01  2.85967938D-01  4.03180786D-01  7.13246941D-01  8.77206267D-01  1.01404095D+00  1.04092486D+00
  6.07329417D-05  5.17662508D-01  6.55282722D-02  1.26797953D-01  2.96003450D-01  4.13306311D-01  7.64428214D-01  9.17725535D-01  1.02626327D+00  1.04471085D+00
  6.76693129D-05  5.27067693D-01  7.43755543D-02  1.36365815D-01  3.05701192D-01  4.23123869D-01  8.06443795D-01  9.52264175D-01  1.03553642D+00  1.04734793D+00
  7.53107268D-05  5.36452060D-01  8.35086524D-02  1.46291451D-01  3.15670326D-01  4.33007276D-01  8.36420903D-01  9.79479619D-01  1.04245193D+00  1.04922831D+00
  8.37201819D-05  5.46103095D-01  9.18028026D-02  1.55831369D-01  3.25808786D-01  4.43162039D-01  8.54938518D-01  1.00008872D+00  1.04802883D+00  1.05084780D+00
  9.29655488D-05  5.56018711D-01  9.96281739D-02  1.65474840D-01  3.35981973D-01  4.53491389D-01  8.65454902D-01  1.01633959D+00  1.05339754D+00  1.05267064D+00
  1.03119889D-04  5.66132051D-01  1.08979684D-01  1.76272645D-01  3.46668511D-01  4.64096572D-01  8.72779187D-01  1.03103871D+00  1.05950571D+00  1.05502635D+00
  1.14261794D-04  5.76069471D-01  1.17693928D-01  1.86734471D-01  3.57299933D-01  4.74629434D-01  8.81275021D-01  1.04650740D+00  1.06689950D+00  1.05805758D+00
  1.26475734D-04  5.85769998D-01  1.25080009D-01  1.96271497D-01  3.67536439D-01  4.84872964D-01  8.93416905D-01  1.06374727D+00  1.07559360D+00  1.06171692D+00
  1.39852439D-04  5.95087009D-01  1.32353230D-01  2.05524148D-01  3.77481045D-01  4.94792714D-01  9.09150891D-01  1.08207415D+00  1.08506556D+00  1.06580635D+00
  1.54489288D-04  6.04477355D-01  1.42210189D-01  2.16347101D-01  3.87673396D-01  5.04790099D-01  9.26303496D-01  1.09946768D+00  1.09444013D+00  1.07005633D+00
  1.70490720D-04  6.14150422D-01  1.52537364D-01  2.28718679D-01  3.98949054D-01  5.15309720D-01  9.41904995D-01  1.11364033D+00  1.10287512D+00  1.07423540D+00
  1.87968674D-04  6.23584410D-01  1.61645018D-01  2.39576218D-01  4.09615133D-01  5.25529087D-01  9.53793189D-01  1.12335276D+00  1.11000994D+00  1.07825836D+00
  2.07043042D-04  6.32770634D-01  1.70717675D-01  2.50040778D-01  4.19889077D-01  5.35485526D-01  9.61622244D-01  1.12918973D+00  1.11621541D+00  1.08223864D+00
  2.27842151D-04  6.41876588D-01  1.79271518D-01  2.59883613D-01  4.29847769D-01  5.45309952D-01  9.66736693D-01  1.13326325D+00  1.12244446D+00  1.08644106D+00
  2.50503261D-04  6.50789722D-01  1.87237520D-01  2.69322944D-01  4.39605033D-01  5.54932962D-01  9.71096335D-01  1.13802411D+00  1.12973471D+00  1.09114524D+00
  2.75173103D-04  6.59325712D-01  1.95625463D-01  2.78871181D-01  4.49127616D-01  5.64217280D-01  9.75994131D-01  1.14496386D+00  1.13866797D+00  1.09649469D+00
  3.02008423D-04  6.68024147D-01  2.04390469D-01  2.89237618D-01  4.59200463D-01  5.73813180D-01  9.81316502D-01  1.15399791D+00  1.14913103D+00  1.10242625D+00
  3.31176570D-04  6.76614728D-01  2.12430817D-01  2.99245891D-01  4.69360124D-01  5.83400057D-01  9.85659437D-01  1.16379515D+00  1.16051168D+00  1.10872663D+00
  3.62856102D-04  6.85133270D-01  2.21691961D-01  3.09494778D-01  4.79334578D-01  5.92911242D-01  9.87116015D-01  1.17272488D+00  1.17217414D+00  1.11517825D+00
  3.97237421D-04  6.93537097D-01  2.30338183D-01  3.19687799D-01  4.89415610D-01  6.02389812D-01  9.84275137D-01  1.17983204D+00  1.18390154D+00  1.12169859D+00
  4.34523445D-04  7.01604688D-01  2.38375684D-01  3.29326354D-01  4.99018491D-01  6.11464493D-01  9.76964483D-01  1.18537272D+00  1.19605130D+00  1.12838565D+00
  4.74930305D-04  7.09309526D-01  2.45882206D-01  3.38498013D-01  5.08207798D-01  6.20148394D-01  9.66446765D-01  1.19074144D+00  1.20936661D+00  1.13544790D+00
  5.18688074D-04  7.17039262D-01  2.53100809D-01  3.47342833D-01  5.17364589D-01  6.28895672D-01  9.55035772D-01  1.19789950D+00  1.22458193D+00  1.14307116D+00
  5.66041531D-04  7.24843956D-01  2.60293789D-01  3.56568364D-01  5.27036803D-01  6.37893033D-01  9.45347345D-01  1.20859666D+00  1.24205159D+00  1.15130820D+00
  6.17250962D-04  7.32582495D-01  2.67179038D-01  3.65699472D-01  5.36740530D-01  6.46878048D-01  9.39550197D-01  1.22374963D+00  1.26159032D+00  1.16005169D+00
  6.72592995D-04  7.40032547D-01  2.73605883D-01  3.74581986D-01  5.46238416D-01  6.55579472D-01  9.38953755D-01  1.24326019D+00  1.28257942D+00  1.16909162D+00
  7.32361466D-04  7.47471034D-01  2.80750214D-01  3.84331310D-01  5.56059352D-01  6.64362154D-01  9.44044525D-01  1.26630909D+00  1.30424213D+00  1.17820730D+00
  7.96868335D-04  7.54919911D-01  2.88383386D-01  3.94407923D-01  5.66097845D-01  6.73253096D-01  9.54767482D-01  1.29186207D+00  1.32591050D+00  1.18723347D+00
  8.66444632D-04  7.62283906D-01  2.94858216D-01  4.03705597D-01  5.75930176D-01  6.82034817D-01  9.70686297D-01  1.31900306D+00  1.34714063D+00  1.19606944D+00
  9.41441450D-04  7.69489148D-01  3.01349367D-01  4.12897082D-01  5.85629141D-01  6.90680744D-01  9.90839594D-01  1.34691182D+00  1.36766179D+00  1.20464433D+00
  1.02223098D-03  7.76575838D-01  3.08484869D-01  4.22823094D-01  5.95582180D-01  6.99306355D-01  1.01352662D+00  1.37467770D+00  1.38727060D+00  1.21288109D+00
  1.10920757D-03  7.83819501D-01  3.16338364D-01  4.33390165D-01  6.05952943D-01  7.08209287D-01  1.03649597D+00  1.40132896D+00  1.40580730D+00  1.22069709D+00
  1.20278890D-03  7.90755455D-01  3.24303288D-01  4.43429889D-01  6.15785776D-01  7.16722947D-01  1.05776748D+00  1.42625008D+00  1.42325359D+00  1.22804507D+00
  1.30341706D-03  7.97558204D-01  3.31850368D-01  4.53428273D-01  6.25645534D-01  7.25155581D-01  1.07675222D+00  1.44974314D+00  1.43985954D+00  1.23496075D+00
  1.41155988D-03  8.04333706D-01  3.39274842D-01  4.63497971D-01  6.35591472D-01  7.33598285D-01  1.09495777D+00  1.47326086D+00  1.45615488D+00  1.24157155D+00
  1.52771211D-03  8.10709693D-01  3.46096912D-01  4.72667958D-01  6.44831486D-01  7.41515856D-01  1.11572649D+00  1.49901425D+00  1.47277468D+00  1.24804534D+00
  1.65239677D-03  8.16991837D-01  3.52816815D-01  4.81913511D-01  6.54039524D-01  7.49353499D-01  1.14303557D+00  1.52909375D+00  1.49017424D+00  1.25450296D+00
  1.78616654D-03  8.23292470D-01  3.59228175D-01  4.91262317D-01  6.63482562D-01  7.57299057D-01  1.17995180D+00  1.56459467D+00  1.50841272D+00  1.26095138D+00
  1.92960516D-03  8.29349653D-01  3.66659010D-01  5.01030534D-01  6.72770887D-01  7.64986595D-01  1.22751195D+00  1.60524529D+00  1.52715947D+00  1.26728748D+00
  2.08332895D-03  8.35398550D-01  3.74280869D-01  5.11353990D-01  6.82363373D-01  7.72763823D-01  1.28453253D+00  1.64970475D+00  1.54592635D+00  1.27337523D+00
  2.24798831D-03  8.41251416D-01  3.82079614D-01  5.21148442D-01  6.91488941D-01  7.80261412D-01  1.34836201D+00  1.69628724D+00  1.56436626D+00  1.27914523D+00
  2.42426938D-03  8.46846991D-01  3.90086222D-01  5.30866778D-01  7.00279949D-01  7.87435055D-01  1.41617524D+00  1.74368382D+00  1.58244028D+00  1.28464910D+00
  2.61289564D-03  8.52242809D-01  3.98442836D-01  5.40621780D-01  7.08894917D-01  7.94386849D-01  1.48625023D+00  1.79138341D+00  1.60037611D+00  1.29003643D+00
  2.81462971D-03  8.57433151D-01  4.06430201D-01  5.50121310D-01  7.17236003D-01  8.01078060D-01  1.55875314D+00  1.83975222D+00  1.61850184D+00  1.29547844D+00
  3.03027511D-03  8.62608566D-01  4.14820987D-01  5.59974512D-01  7.25781885D-01  8.07825022D-01  1.63578090D+00  1.88986813D+00  1.63709452D+00  1.30109204D+00
  3.26067812D-03  8.67604854D-01  4.22942958D-01  5.69545036D-01  7.34064056D-01  8.14362683D-01  1.72067327D+00  1.94317449D+00  1.65630559D+00  1.30690265D+00
  3.50672975D-03  8.72411054D-01  4.31256609D-01  5.78864208D-01  7.42023886D-01  8.20649938D-01  1.81683984D+00  2.00097174D+00  1.67612591D+00  1.31284723D+00
  3.76936772D-03  8.77144076D-01  4.40061160D-01  5.88495373D-01  7.50045497D-01  8.26900534D-01  1.92650712D+00  2.06384756D+00  1.69634422D+00  1.31879816D+00
  4.04957856D-03  8.81625018D-01  4.49013272D-01  5.97913442D-01  7.57714331D-01  8.32837533D-01  2.04985017D+00  2.13130120D+00  1.71652848D+00  1.32459391D+00
  4.34839977D-03  8.86147396D-01  4.57925880D-01  6.07649159D-01  7.65603676D-01  8.38869296D-01  2.18488760D+00  2.20184371D+00  1.73611090D+00  1.33007733D+00
  4.66692204D-03  8.90506435D-01  4.68654398D-01  6.17899100D-01  7.73344479D-01  8.44703882D-01  2.32821530D+00  2.27361757D+00  1.75460100D+00  1.33514164D+00
  5.00629161D-03  8.94678876D-01  4.79501843D-01  6.28046207D-01  7.80867294D-01  8.50325589D-01  2.47617330D+00  2.34518997D+00  1.77182625D+00  1.33976981D+00
  5.36771265D-03  8.98719310D-01  4.90205952D-01  6.37808057D-01  7.88082619D-01  8.55756148D-01  2.62570961D+00  2.41596816D+00  1.78803016D+00  1.34404259D+00
  5.75244974D-03  9.02602597D-01  5.00259646D-01  6.46975207D-01  7.94944282D-01  8.60963803D-01  2.77443525D+00  2.48593064D+00  1.80373185D+00  1.34810185D+00
  6.16183051D-03  9.06253303D-01  5.10715744D-01  6.56236243D-01  8.01594245D-01  8.65907595D-01  2.92009773D+00  2.55492890D+00  1.81942280D+00  1.35208452D+00
  6.59724821D-03  9.09794647D-01  5.22218356D-01  6.65781267D-01  8.08102499D-01  8.70707796D-01  3.06023424D+00  2.62218584D+00  1.83529995D+00  1.35606353D+00
  7.06016460D-03  9.13169595D-01  5.33588448D-01  6.75051945D-01  8.14321534D-01  8.75283044D-01  3.19248197D+00  2.68641517D+00  1.85120026D+00  1.36002860D+00
  7.55211269D-03  9.16451860D-01  5.44689948D-01  6.84300035D-01  8.20550740D-01  8.79787840D-01  3.31522045D+00  2.74640193D+00  1.86674412D+00  1.36391166D+00
  8.07469981D-03  9.19610073D-01  5.54923910D-01  6.92993521D-01  8.26502598D-01  8.84113431D-01  3.42785194D+00  2.80151001D+00  1.88155361D+00  1.36763355D+00
  8.62961058D-03  9.22685835D-01  5.65993951D-01  7.01747690D-01  8.32298967D-01  8.88321541D-01  3.53051609D+00  2.85175715D+00  1.89539507D+00  1.37114019D+00
  9.21861015D-03  9.25651705D-01  5.77152393D-01  7.10465051D-01  8.37970196D-01  8.92397713D-01  3.62372618D+00  2.89755488D+00  1.90819073D+00  1.37441155D+00
  9.84354743D-03  9.28551716D-01  5.88178673D-01  7.19152709D-01  8.43591306D-01  8.96406209D-01  3.70841873D+00  2.93943982D+00  1.91994656D+00  1.37744900D+00
  1.05063585D-02  9.31317483D-01  5.98715294D-01  7.27392338D-01  8.48923536D-01  9.00222249D-01  3.78624161D+00  2.97795749D+00  1.93067529D+00  1.38025802D+00
  1.12090701D-02  9.34006386D-01  6.08862544D-01  7.35430403D-01  8.54141111D-01  9.03941535D-01  3.85942622D+00  3.01359603D+00  1.94035933D+00  1.38283911D+00
  1.19538032D-02  9.36703801D-01  6.19566728D-01  7.43725090D-01  8.59421053D-01  9.07680468D-01  3.92992309D+00  3.04664095D+00  1.94895831D+00  1.38519013D+00
  1.27427768D-02  9.39244745D-01  6.29493621D-01  7.51493274D-01  8.64399260D-01  9.11207567D-01  3.99831213D+00  3.07702580D+00  1.95645145D+00  1.38731710D+00
  1.35783119D-02  9.41715490D-01  6.39356697D-01  7.59180472D-01  8.69278098D-01  9.14650018D-01  4.06346033D+00  3.10440279D+00  1.96290255D+00  1.38924774D+00
  1.44628351D-02  9.44070580D-01  6.49616000D-01  7.66714223D-01  8.73926689D-01  9.17925385D-01  4.12345877D+00  3.12853947D+00  1.96852419D+00  1.39104035D+00
  1.53988831D-02  9.46350036D-01  6.59561259D-01  7.74009650D-01  8.78419541D-01  9.21095150D-01  4.17733415D+00  3.14984669D+00  1.97370523D+00  1.39278175D+00
  1.63891068D-02  9.48513051D-01  6.68618130D-01  7.80851848D-01  8.82691970D-01  9.24109125D-01  4.22630399D+00  3.16965490D+00  1.97897420D+00  1.39457390D+00
  1.74362756D-02  9.50645981D-01  6.77437963D-01  7.87530232D-01  8.86916597D-01  9.27090609D-01  4.27364306D+00  3.18999315D+00  1.98490436D+00  1.39651576D+00
  1.85432822D-02  9.52691676D-01  6.85902573D-01  7.93934723D-01  8.90952365D-01  9.29944563D-01  4.32333471D+00  3.21299461D+00  1.99200042D+00  1.39868899D+00
  1.97131469D-02  9.54657933D-01  6.94772803D-01  8.00371738D-01  8.94880058D-01  9.32697243D-01  4.37856645D+00  3.24031533D+00  2.00061511D+00  1.40115130D+00
  2.09490224D-02  9.56537910D-01  7.03204066D-01  8.06517370D-01  8.98644333D-01  9.35333209D-01  4.44098266D+00  3.27286276D+00  2.01091844D+00  1.40393503D+00
  2.22541992D-02  9.58353812D-01  7.11187221D-01  8.12460384D-01  9.02313359D-01  9.37887829D-01  4.51071813D+00  3.31080468D+00  2.02290338D+00  1.40704556D+00
  2.36321104D-02  9.60055027D-01  7.18835639D-01  8.18083005D-01  9.05763208D-01  9.40284939D-01  4.58662439D+00  3.35362381D+00  2.03639368D+00  1.41045682D+00
  2.50863369D-02  9.61678236D-01  7.26371643D-01  8.23545296D-01  9.09068219D-01  9.42574323D-01  4.66632286D+00  3.40008983D+00  2.05104065D+00  1.41410710D+00
  2.66206128D-02  9.63252752D-01  7.33919767D-01  8.28995656D-01  9.12320221D-01  9.44806419D-01  4.74631756D+00  3.44827134D+00  2.06633595D+00  1.41790375D+00
  2.82388315D-02  9.64768981D-01  7.41428704D-01  8.34388195D-01  9.15500077D-01  9.46967605D-01  4.82260222D+00  3.49579987D+00  2.08168325D+00  1.42174409D+00
  2.99450507D-02  9.66226693D-01  7.48509710D-01  8.39536735D-01  9.18562685D-01  9.49048914D-01  4.89181466D+00  3.54043401D+00  2.09653690D+00  1.42554923D+00
  3.17434990D-02  9.67597437D-01  7.55495782D-01  8.44539208D-01  9.21467388D-01  9.51005976D-01  4.95247764D+00  3.58072430D+00  2.11055678D+00  1.42929492D+00
  3.36385814D-02  9.68949757D-01  7.62313688D-01  8.49475672D-01  9.24351959D-01  9.52946189D-01  5.00568054D+00  3.61646322D+00  2.12369617D+00  1.43301965D+00
  3.56348862D-02  9.70276441D-01  7.69106737D-01  8.54350684D-01  9.27187710D-01  9.54851550D-01  5.05478852D+00  3.64869121D+00  2.13616808D+00  1.43680139D+00
  3.77371912D-02  9.71552478D-01  7.75383001D-01  8.58978530D-01  9.29913979D-01  9.56684995D-01  5.10423853D+00  3.67925529D+00  2.14831093D+00  1.44071400D+00
  3.99504703D-02  9.72771544D-01  7.81562348D-01  8.63461756D-01  9.32536282D-01  9.58441330D-01  5.15794866D+00  3.71015541D+00  2.16044676D+00  1.44479160D+00
  4.22799003D-02  9.73976842D-01  7.87898955D-01  8.67970977D-01  9.35160423D-01  9.60189783D-01  5.21807703D+00  3.74302332D+00  2.17283581D+00  1.44902804D+00
  4.47308683D-02  9.75156479D-01  7.94109116D-01  8.72419446D-01  9.37745337D-01  9.61907772D-01  5.28467177D+00  3.77897439D+00  2.18575985D+00  1.45341664D+00
  4.73089786D-02  9.76297763D-01  8.00185001D-01  8.76790056D-01  9.40269084D-01  9.63576389D-01  5.35628096D+00  3.81881275D+00  2.19965493D+00  1.45800280D+00
  5.00200606D-02  9.77370317D-01  8.05944896D-01  8.80875113D-01  9.42625289D-01  9.65141171D-01  5.43115761D+00  3.86334684D+00  2.21515531D+00  1.46290592D+00
  5.28701759D-02  9.78400376D-01  8.11802706D-01  8.84886755D-01  9.44886007D-01  9.66643304D-01  5.50851717D+00  3.91354884D+00  2.23296529D+00  1.46828509D+00
  5.58656268D-02  9.79389303D-01  8.17324892D-01  8.88799335D-01  9.47104083D-01  9.68097995D-01  5.58936919D+00  3.97045591D+00  2.25360864D+00  1.47426442D+00
  5.90129640D-02  9.80357649D-01  8.22622884D-01  8.92612105D-01  9.49291259D-01  9.69529570D-01  5.67663603D+00  4.03490357D+00  2.27720480D+00  1.48086541D+00
  6.23189951D-02  9.81268665D-01  8.27904392D-01  8.96342917D-01  9.51381776D-01  9.70883445D-01  5.77449648D+00  4.10724980D+00  2.30340264D+00  1.48798792D+00
  6.57907934D-02  9.82140854D-01  8.32974548D-01  8.99985581D-01  9.53419519D-01  9.72189239D-01  5.88706004D+00  4.18716313D+00  2.33148635D+00  1.49544550D+00
  6.94357064D-02  9.82975036D-01  8.37873735D-01  9.03511751D-01  9.55387136D-01  9.73444167D-01  6.01658167D+00  4.27342765D+00  2.36055454D+00  1.50302380D+00
  7.32613649D-02  9.83768334D-01  8.42700154D-01  9.06983570D-01  9.57296943D-01  9.74646587D-01  6.16162819D+00  4.36372108D+00  2.38965091D+00  1.51052162D+00
  7.72756926D-02  9.84533735D-01  8.47376817D-01  9.10341619D-01  9.59133393D-01  9.75804028D-01  6.31599098D+00  4.45449501D+00  2.41780073D+00  1.51775508D+00
  8.14869155D-02  9.85263386D-01  8.52045161D-01  9.13654344D-01  9.60923219D-01  9.76917610D-01  6.46933767D+00  4.54124852D+00  2.44400899D+00  1.52453847D+00
  8.59035715D-02  9.85952073D-01  8.56975755D-01  9.16983598D-01  9.62650199D-01  9.77977008D-01  6.60999953D+00  4.61937587D+00  2.46731482D+00  1.53067335D+00
  9.05345211D-02  9.86608552D-01  8.61619445D-01  9.20148980D-01  9.64303789D-01  9.78990349D-01  6.72892184D+00  4.68536435D+00  2.48694166D+00  1.53596940D+00
  9.53889570D-02  9.87259340D-01  8.66049913D-01  9.23232987D-01  9.65939030D-01  9.79995024D-01  6.82272030D+00  4.73776802D+00  2.50249243D+00  1.54029418D+00
  1.00476415D-01  9.87904942D-01  8.70493197D-01  9.26332753D-01  9.67570656D-01  9.80994701D-01  6.89416261D+00  4.77746789D+00  2.51409501D+00  1.54362749D+00
  1.05806786D-01  9.88510859D-01  8.74659141D-01  9.29270551D-01  9.69116864D-01  9.81936393D-01  6.95011445D+00  4.80720285D+00  2.52242946D+00  1.54609142D+00
  1.11390326D-01  9.89080978D-01  8.78672563D-01  9.32031170D-01  9.70555754D-01  9.82818256D-01  6.99856487D+00  4.83075810D+00  2.52861845D+00  1.54793758D+00
  1.17237666D-01  9.89637170D-01  8.82626517D-01  9.34749039D-01  9.71967606D-01  9.83680700D-01  7.04645489D+00  4.85218214D+00  2.53399410D+00  1.54948872D+00
  1.23359829D-01  9.90164932D-01  8.86337612D-01  9.37287406D-01  9.73292428D-01  9.84495323D-01  7.09888457D+00  4.87512043D+00  2.53977994D+00  1.55104969D+00
  1.29768236D-01  9.90686603D-01  8.90020715D-01  9.39803822D-01  9.74608872D-01  9.85302765D-01  7.15920511D+00  4.90221120D+00  2.54676693D+00  1.55281752D+00
  1.36474722D-01  9.91176670D-01  8.93495069D-01  9.42197196D-01  9.75861267D-01  9.86065482D-01  7.22940226D+00  4.93462951D+00  2.55509612D+00  1.55482503D+00
  1.43491549D-01  9.91655449D-01  8.96983467D-01  9.44566115D-01  9.77085291D-01  9.86810403D-01  7.31066614D+00  4.97203053D+00  2.56424279D+00  1.55694022D+00
  1.50831418D-01  9.92116382D-01  9.00462604D-01  9.46923607D-01  9.78284651D-01  9.87531629D-01  7.40420732D+00  5.01303951D+00  2.57322299D+00  1.55892103D+00
